k,salt,T,c,The number of atoms,The number of carbon atoms,The number of oxygen atoms,The ratio of carbon atoms to oxygen atoms,The number of rings,Molecular weight,Molecular radius,Molecular dipole moment,Average electronegativity,Average ionization energy,Average electron affinity
4.037824054,LiBOB,312.45,0.823161921,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
5.384190395,LiBOB,322.35,0.825966851,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
9.953676158,LiBOB,332.15,0.835486613,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
6.66638334,LiBOB,282.85,0.943221419,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
8.257543561,LiBOB,292.65,0.946536337,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
9.930301742,LiBOB,302.55,0.950021249,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
11.68465788,LiBOB,312.45,0.953676158,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
13.39821504,LiBOB,322.35,0.957246069,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
15.15257119,LiBOB,332.15,0.960900977,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
5.198045049,LiBOB,322.35,0.938079048,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
8.257543561,LiBOB,332.15,0.946536337,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
8.071398215,LiBOB,292.65,1.058648534,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
9.784955376,LiBOB,302.55,1.062218445,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
11.49851254,LiBOB,312.45,1.065788355,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
13.33446664,LiBOB,322.35,1.06961326,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
15.12962176,LiBOB,332.15,1.073353166,13.5,4,2.5,1.665,0.5,95.1,3.180275,2.3405,2.889,12.159,-1.3365
0.165987892,LiBOB,233.75,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.368519538,LiBOB,243.65,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.621684095,LiBOB,253.35,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.849532196,LiBOB,263.15,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.153329664,LiBOB,272.95,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.507760044,LiBOB,282.85,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.862190424,LiBOB,292.65,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.267253715,LiBOB,302.55,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.697633462,LiBOB,312.45,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.17864612,LiBOB,322.35,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.659658778,LiBOB,332.15,0.114782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.251843698,LiBOB,233.75,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.479911943,LiBOB,243.65,0.194782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.783709411,LiBOB,253.35,0.194782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.163236103,LiBOB,263.15,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.618932306,LiBOB,272.95,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.150577876,LiBOB,282.85,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.732856357,LiBOB,292.65,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.315354981,LiBOB,302.55,0.194782609,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.94804623,LiBOB,312.45,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.631590534,LiBOB,322.35,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.289818382,LiBOB,332.15,0.193043478,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.311942763,LiBOB,233.75,0.267826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.56510732,LiBOB,243.65,0.267826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.945074298,LiBOB,253.35,0.269565217,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.400550358,LiBOB,263.15,0.267826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.957512383,LiBOB,272.95,0.267826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.615960374,LiBOB,282.85,0.269565217,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.273968079,LiBOB,292.65,0.267826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.033681893,LiBOB,302.55,0.269565217,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.843808476,LiBOB,312.45,0.269565217,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.679251513,LiBOB,322.35,0.269565217,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.539790864,LiBOB,332.15,0.267826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.298073748,LiBOB,233.75,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.601871216,LiBOB,243.65,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.006934507,LiBOB,253.35,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.53880022,LiBOB,263.15,0.36,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.171491469,LiBOB,272.95,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.905668685,LiBOB,282.85,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.741111723,LiBOB,292.65,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.652504128,LiBOB,302.55,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.589212988,LiBOB,312.45,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.601871216,LiBOB,322.35,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.6398459,LiBOB,332.15,0.35826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.259328564,LiBOB,233.75,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.563126032,LiBOB,243.65,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.018822234,LiBOB,253.35,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.57578426,LiBOB,263.15,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.259328564,LiBOB,272.95,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.094771602,LiBOB,282.85,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.006164007,LiBOB,292.65,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.018822234,LiBOB,302.55,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.107429829,LiBOB,312.45,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.246670336,LiBOB,322.35,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
8.411227298,LiBOB,332.15,0.452173913,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.246119978,LiBOB,233.75,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.524600991,LiBOB,243.65,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.954760594,LiBOB,253.35,0.546086957,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.51172262,LiBOB,263.15,0.546086957,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.271436434,LiBOB,272.95,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.132195927,LiBOB,282.85,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.144634012,LiBOB,292.65,0.546086957,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.208145294,LiBOB,302.55,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.397798569,LiBOB,312.45,0.546086957,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.638525041,LiBOB,322.35,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
8.954980737,LiBOB,332.15,0.547826087,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.209135938,LiBOB,233.75,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.487616951,LiBOB,243.65,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.867363786,LiBOB,253.35,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.449642267,LiBOB,263.15,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.183819483,LiBOB,272.95,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.095211888,LiBOB,282.85,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.107870116,LiBOB,292.65,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.247110622,LiBOB,302.55,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.512933407,LiBOB,312.45,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.854485416,LiBOB,322.35,0.653913043,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
9.272427078,LiBOB,332.15,0.655652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.199009356,LiBOB,233.75,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.401541002,LiBOB,243.65,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.755971381,LiBOB,253.35,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.31315355,LiBOB,263.15,0.777391304,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.047330765,LiBOB,272.95,0.777391304,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.933406714,LiBOB,282.85,0.777391304,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.996697854,LiBOB,292.65,0.777391304,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.186351128,LiBOB,302.55,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.452173913,LiBOB,312.45,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.895211888,LiBOB,322.35,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
9.338249862,LiBOB,332.15,0.775652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
1.834452394,LiBOB,272.95,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
2.720528343,LiBOB,282.85,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.758503027,LiBOB,292.65,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.948376445,LiBOB,302.55,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
6.290148597,LiBOB,312.45,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.733186571,LiBOB,322.35,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
9.277490369,LiBOB,332.15,0.895652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
3.469675289,LiBOB,292.65,1.013913043,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
4.685085305,LiBOB,302.55,1.015652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
5.976224546,LiBOB,312.45,1.015652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
7.444578976,LiBOB,322.35,1.015652174,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
9.013979086,LiBOB,332.15,1.013913043,13.1,4,2.9,1.397,0.9,100.692,3.180359,3.9289,2.9226,12.2486,-1.3441
0.727272727,LiBOB,233.75,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
0.981818182,LiBOB,243.65,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.345454545,LiBOB,253.35,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.745454545,LiBOB,263.15,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.145454545,LiBOB,272.95,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.581818182,LiBOB,282.85,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.018181818,LiBOB,292.65,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.563636364,LiBOB,302.55,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.036363636,LiBOB,312.45,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.509090909,LiBOB,322.35,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.018181818,LiBOB,332.15,0.125714286,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
0.945454545,LiBOB,233.75,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.381818182,LiBOB,243.65,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.890909091,LiBOB,253.35,0.215238095,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.436363636,LiBOB,263.15,0.215238095,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.054545455,LiBOB,272.95,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.745454545,LiBOB,282.85,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.436363636,LiBOB,292.65,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.163636364,LiBOB,302.55,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.854545455,LiBOB,312.45,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
6.618181818,LiBOB,322.35,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
7.345454545,LiBOB,332.15,0.213333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.054545455,LiBOB,233.75,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.6,LiBOB,243.65,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.218181818,LiBOB,253.35,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.945454545,LiBOB,263.15,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.709090909,LiBOB,272.95,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.545454545,LiBOB,282.85,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.418181818,LiBOB,292.65,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
6.327272727,LiBOB,302.55,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
7.272727273,LiBOB,312.45,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
8.218181818,LiBOB,322.35,0.299047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
9.163636364,LiBOB,332.15,0.300952381,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.127272727,LiBOB,233.75,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.781818182,LiBOB,243.65,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.436363636,LiBOB,253.35,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.272727273,LiBOB,263.15,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.181818182,LiBOB,272.95,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.2,LiBOB,282.85,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
6.218181818,LiBOB,292.65,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
7.309090909,LiBOB,302.55,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
8.436363636,LiBOB,312.45,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
9.6,LiBOB,322.35,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
10.69090909,LiBOB,332.15,0.398095238,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.163636364,LiBOB,233.75,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.781818182,LiBOB,243.65,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.545454545,LiBOB,253.35,0.499047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.490909091,LiBOB,263.15,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.509090909,LiBOB,272.95,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.636363636,LiBOB,282.85,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
6.8,LiBOB,292.65,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
8,LiBOB,302.55,0.495238095,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
9.309090909,LiBOB,312.45,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
10.58181818,LiBOB,322.35,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
11.89090909,LiBOB,332.15,0.497142857,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.090909091,LiBOB,233.75,0.59047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.745454545,LiBOB,243.65,0.59047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.545454545,LiBOB,253.35,0.59047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.563636364,LiBOB,263.15,0.592380952,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.618181818,LiBOB,272.95,0.592380952,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.854545455,LiBOB,282.85,0.59047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
7.090909091,LiBOB,292.65,0.592380952,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
8.436363636,LiBOB,302.55,0.588571429,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
9.854545455,LiBOB,312.45,0.59047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
11.23636364,LiBOB,322.35,0.592380952,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
12.61818182,LiBOB,332.15,0.59047619,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
0.981818182,LiBOB,233.75,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.636363636,LiBOB,243.65,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.509090909,LiBOB,253.35,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.490909091,LiBOB,263.15,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.618181818,LiBOB,272.95,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.890909091,LiBOB,282.85,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
7.236363636,LiBOB,292.65,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
8.654545455,LiBOB,302.55,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
10.14545455,LiBOB,312.45,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
11.67272727,LiBOB,322.35,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
13.2,LiBOB,332.15,0.693333333,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
0.872727273,LiBOB,233.75,0.807619048,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
1.490909091,LiBOB,243.65,0.807619048,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
2.290909091,LiBOB,253.35,0.807619048,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
3.345454545,LiBOB,263.15,0.807619048,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
4.545454545,LiBOB,272.95,0.807619048,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
5.854545455,LiBOB,282.85,0.807619048,13.4,4,2.6,1.598,0.6,96.498,3.180296,2.7376,2.8974,12.1814,-1.3384
